date,home,away,text
2015-04-03,Manchester United,Aston Villa,"Everything is suddenly rosy at Manchester United after the consecutive victories over Tottenham Hotspur and Liverpool mean Louis van Gaal can look upwards towards the leaders, Chelsea, as is his stated wish. Yet as the final stretch of the “rat race” to qualify for the Champions League is entered Aston Villa arrive at Old Trafford having drawn 1-1 in the reverse fixture, despite having only 10 men for the final 25 minutes due to Gabriel Agbonlahor’s red card in that December game. This resilience means United may have a difficult time maintaining momentum though, really, given their £150m-plus summer transfer spend there should be only one victor. Jamie Jackson"
2015-04-03,Leicester City,West Ham United,"Time is running out for Leicester City in the Premier League. Esteban Cambiasso said earlier in the week that staying up would be “like winning a trophy”. There might still be time for a miraculous recovery but that needs to begin with a win against West Ham. “We have to make sure we maximise our home opportunities,” said the Foxes manager, Nigel Pearson. “That really is going to be pivotal.” Graham Searles"
2015-04-03,Burnley FC,Tottenham Hotspur,Burnley begin the day in the relegation zone but just one point from safety. Sean Dyche is unrelenting in his view that they can stay in the Premier League and his players will need to draw on every last drop of his defiance to keep Harry Kane from adding to his impressive goal tally. Tottenham are reliant on Kane and will need him to keep firing to maintain their Champions League ambitions. Graham Searles
2015-04-03,Swansea,Hull City,"A home match against Hull offers Swansea a good chance to pick up their first points following an international break this season. Away games at Chelsea, Stoke and Manchester City all ended in defeat and the Swansea manager, Garry Monk, says his side “have to put that right” on Saturday. The visitors will be encouraged by the return of James Chester and Mohamed Diamé from injury. Rich Flower"
2015-04-03,Arsenal FC,Liverpool FC,Arsenal can take a significant step towards qualifying for the Champions League and simultaneously dampen Liverpool’s hopes with a victory on Saturday. Arsène Wenger and Olivier Giroud’s manager and player of the month awards for March are testament to how strong the Gunners have been. Liverpool will miss the experience of Steven Gerrard and Martin Skrtel but Brendan Rodgers will know his side still have the quality to secure a vital win. Graham Searles
2015-04-03,Everton FC,Southampton FC,"Back-to-back league wins have eased Everton’s relegation worries but they remain six points shy of the 40-point mark and host a Southampton team who have regained sharpness at a crucial time in the race for European qualification. Ronald Koeman will hope the 38-year-old goalkeeper Kelvin Davis maintains the form that denied Burnley on his first league start for almost 15 months, with Fraser Forster out for the season, and his task will be helped if Romelu Lukaku fails a fitness test on a hamstring injury. Andy Hunter"
2015-04-03,Sunderland AFC,Newcastle United,"The so called “Desperation Derby” sees Sunderland hoping to assuage their relegation worries and Newcastle United aiming to end a run of four successive defeats against their detested neighbours. As Dick Advocaat takes charge of Sunderland for the second time much looks set to hinge on the likely midfield duel involving the home enforcer Lee Cattermole and Moussa Sissoko. By uncanny coincidence, Advocaat’s two immediate predecessors, Gus Poyet and Paolo Di Canio, also faced Newcastle during their second matches at the helm, both securing slightly unexpected victories. Louise Taylor"
2015-04-03,Crystal Palace,Manchester City,"The champions will be braced to start Monday’s game in south London nine points behind the leaders, Chelsea, and possibly even from a relatively lowly fourth place in the table, making victory at Selhurst Park essential. Their recent record at Crystal Palace is excellent, the hosts having failed to prevail in this fixture since December 2001, though Alan Pardew’s team have been resurgent of late.The visitors will enjoy the possession, but must be guarded for the pace on the counter offered by Jason Puncheon, Wilfried Zaha and Yannick Bolasie. Dominic Fifield"
2015-04-10,Swansea,Everton FC,"Swansea have never beaten Everton in the league though they saw them off 3-0 in the League Cup and another win would take the Swans past the previous-best points total of 47. For Roberto Martínez it is back to the club where it all started as a manager and after a season’s best three league wins in a row, will be looking to extend that as the race for places and prize money intensifies. Mark Tallentire"
2015-04-10,Queens Park Rangers,Chelsea FC,"Queens Park Rangers should draw encouragement from four points and seven goals in two games on the road over the last week, though their more attacking approach might open the door for Chelsea to revel in the west London derby. José Mourinho has no qualms about selecting Nemanja Matic or Cesc Fàbregas, both of whom are one booking away from a two-match ban before the weekend cut-off. “We need points, we need victories, we cannot choose matches,” he said. The same applies to the hosts. Dominic Fifield"
2015-04-10,Tottenham Hotspur,Aston Villa,"Will it be a triumphant return to White Hart Lane for Tim Sherwood? How he would love to get one over on his former club and show Tottenham Hotspur that they were wrong to sack him last summer, although it is not all about revenge for the Villa manager. His team are a mere three points above the bottom three and are winless in their past three matches. Yet putting an end to that worrying run will not be straightforward against Spurs, who have not completely given up hope of finishing in the top four. Jacob Steinberg"
2015-04-10,Burnley FC,Arsenal FC,"A win for Arsenal would take them to within touching distance of the leaders, Chelsea, if only momentarily, before José Mourinho’s side play QPR on Sunday. The visitors are in search of their eighth successive victory in all competitions, while Burnley have just one win from their past 10 games. Arsenal have not lost to a team in the bottom half this season but Sean Dyche’s side have already beaten one of the top four at Turf Moor, defeating the champions, Manchester City, 1-0 last month. Ben Fisher"
